value,ones,date
212.94999999999953,1.0,2083-11-13
213.43999999999954,1.0,2083-11-14
212.79999999999956,1.0,2083-11-15
213.44999999999956,1.0,2083-11-16
213.61999999999955,1.0,2083-11-17
214.40999999999954,1.0,2083-11-18
214.24999999999955,1.0,2083-11-19
215.11999999999955,1.0,2083-11-20
214.32999999999956,1.0,2083-11-21
214.90999999999957,1.0,2083-11-22
215.36999999999958,1.0,2083-11-23
214.92999999999958,1.0,2083-11-24
215.51999999999958,1.0,2083-11-25
215.9499999999996,1.0,2083-11-26
216.2599999999996,1.0,2083-11-27
215.6299999999996,1.0,2083-11-28
215.0599999999996,1.0,2083-11-29
215.2499999999996,1.0,2083-11-30
215.1899999999996,1.0,2083-12-01
214.6499999999996,1.0,2083-12-02
214.0999999999996,1.0,2083-12-03
213.8199999999996,1.0,2083-12-04
213.4499999999996,1.0,2083-12-05
214.42999999999958,1.0,2083-12-06
214.98999999999958,1.0,2083-12-07
215.05999999999958,1.0,2083-12-08
214.52999999999957,1.0,2083-12-09
214.04999999999959,1.0,2083-12-10
215.0399999999996,1.0,2083-12-11
214.2799999999996,1.0,2083-12-12
214.3399999999996,1.0,2083-12-13
214.19999999999962,1.0,2083-12-14
213.93999999999963,1.0,2083-12-15
213.28999999999962,1.0,2083-12-16
212.89999999999964,1.0,2083-12-17
212.73999999999964,1.0,2083-12-18
213.52999999999963,1.0,2083-12-19
212.81999999999962,1.0,2083-12-20
212.31999999999962,1.0,2083-12-21
211.53999999999962,1.0,2083-12-22
211.90999999999963,1.0,2083-12-23
211.5499999999996,1.0,2083-12-24
211.15999999999963,1.0,2083-12-25
211.73999999999964,1.0,2083-12-26
211.89999999999964,1.0,2083-12-27
211.62999999999963,1.0,2083-12-28
210.69999999999962,1.0,2083-12-29
209.9599999999996,1.0,2083-12-30
210.6599999999996,1.0,2083-12-31
211.54999999999959,1.0,2084-01-01
211.83999999999958,1.0,2084-01-02
212.55999999999958,1.0,2084-01-03
211.79999999999959,1.0,2084-01-04
210.9199999999996,1.0,2084-01-05
210.79999999999959,1.0,2084-01-06
210.02999999999957,1.0,2084-01-07
210.52999999999957,1.0,2084-01-08
210.72999999999956,1.0,2084-01-09
209.74999999999957,1.0,2084-01-10
209.20999999999958,1.0,2084-01-11
208.6999999999996,1.0,2084-01-12
209.29999999999959,1.0,2084-01-13
208.83999999999958,1.0,2084-01-14
209.6399999999996,1.0,2084-01-15
210.1399999999996,1.0,2084-01-16
209.17999999999958,1.0,2084-01-17
208.48999999999958,1.0,2084-01-18
207.62999999999957,1.0,2084-01-19
207.35999999999956,1.0,2084-01-20
207.83999999999955,1.0,2084-01-21
208.12999999999954,1.0,2084-01-22
208.35999999999953,1.0,2084-01-23
209.01999999999953,1.0,2084-01-24
209.56999999999954,1.0,2084-01-25
210.23999999999953,1.0,2084-01-26
211.11999999999952,1.0,2084-01-27
211.7899999999995,1.0,2084-01-28
210.99999999999952,1.0,2084-01-29
210.51999999999953,1.0,2084-01-30
211.09999999999954,1.0,2084-01-31
210.94999999999953,1.0,2084-02-01
210.94999999999953,1.0,2084-02-02
211.94999999999953,1.0,2084-02-03
212.06999999999954,1.0,2084-02-04
211.31999999999954,1.0,2084-02-05
211.08999999999955,1.0,2084-02-06
211.32999999999956,1.0,2084-02-07
211.06999999999957,1.0,2084-02-08
210.85999999999956,1.0,2084-02-09
211.64999999999955,1.0,2084-02-10
211.58999999999955,1.0,2084-02-11
211.92999999999955,1.0,2084-02-12
212.21999999999954,1.0,2084-02-13
211.46999999999954,1.0,2084-02-14
211.96999999999954,1.0,2084-02-15
211.28999999999954,1.0,2084-02-16
210.34999999999954,1.0,2084-02-17
210.66999999999953,1.0,2084-02-18
209.79999999999953,1.0,2084-02-19
209.41999999999953,1.0,2084-02-20
209.19999999999953,1.0,2084-02-21
208.77999999999955,1.0,2084-02-22
209.63999999999956,1.0,2084-02-23
209.04999999999956,1.0,2084-02-24
209.21999999999954,1.0,2084-02-25
209.18999999999954,1.0,2084-02-26
209.56999999999954,1.0,2084-02-27
209.50999999999954,1.0,2084-02-28
208.88999999999953,1.0,2084-02-29
208.79999999999953,1.0,2084-03-01
209.41999999999953,1.0,2084-03-02
208.64999999999952,1.0,2084-03-03
208.35999999999953,1.0,2084-03-04
207.86999999999952,1.0,2084-03-05
208.45999999999952,1.0,2084-03-06
208.43999999999951,1.0,2084-03-07
209.3799999999995,1.0,2084-03-08
208.3899999999995,1.0,2084-03-09
208.4199999999995,1.0,2084-03-10
208.2399999999995,1.0,2084-03-11
207.7599999999995,1.0,2084-03-12
207.36999999999952,1.0,2084-03-13
207.7599999999995,1.0,2084-03-14
207.3299999999995,1.0,2084-03-15
207.0899999999995,1.0,2084-03-16
206.37999999999948,1.0,2084-03-17
205.75999999999948,1.0,2084-03-18
205.12999999999948,1.0,2084-03-19
206.00999999999948,1.0,2084-03-20
206.87999999999948,1.0,2084-03-21
206.85999999999947,1.0,2084-03-22
207.78999999999948,1.0,2084-03-23
207.7199999999995,1.0,2084-03-24
206.9399999999995,1.0,2084-03-25
207.6899999999995,1.0,2084-03-26
207.7399999999995,1.0,2084-03-27
206.9999999999995,1.0,2084-03-28
207.63999999999947,1.0,2084-03-29
208.4699999999995,1.0,2084-03-30
207.63999999999947,1.0,2084-03-31
206.79999999999947,1.0,2084-04-01
207.69999999999948,1.0,2084-04-02
207.51999999999947,1.0,2084-04-03
207.60999999999947,1.0,2084-04-04
208.2199999999995,1.0,2084-04-05
208.4899999999995,1.0,2084-04-06
207.9599999999995,1.0,2084-04-07
208.8899999999995,1.0,2084-04-08
208.6499999999995,1.0,2084-04-09
208.3299999999995,1.0,2084-04-10
208.3599999999995,1.0,2084-04-11
208.0699999999995,1.0,2084-04-12
208.2099999999995,1.0,2084-04-13
207.3399999999995,1.0,2084-04-14
207.78999999999948,1.0,2084-04-15
207.47999999999948,1.0,2084-04-16
206.72999999999948,1.0,2084-04-17
206.8099999999995,1.0,2084-04-18
207.0299999999995,1.0,2084-04-19
207.7099999999995,1.0,2084-04-20
207.5699999999995,1.0,2084-04-21
207.6399999999995,1.0,2084-04-22
207.4099999999995,1.0,2084-04-23
208.1299999999995,1.0,2084-04-24
208.6299999999995,1.0,2084-04-25
208.98999999999953,1.0,2084-04-26
208.81999999999954,1.0,2084-04-27
209.71999999999954,1.0,2084-04-28
209.39999999999955,1.0,2084-04-29
209.19999999999956,1.0,2084-04-30
208.20999999999955,1.0,2084-05-01
208.21999999999954,1.0,2084-05-02
208.13999999999953,1.0,2084-05-03
208.94999999999953,1.0,2084-05-04
209.18999999999954,1.0,2084-05-05
209.61999999999955,1.0,2084-05-06
210.38999999999956,1.0,2084-05-07
211.38999999999956,1.0,2084-05-08
211.73999999999955,1.0,2084-05-09
212.16999999999956,1.0,2084-05-10
212.91999999999956,1.0,2084-05-11
213.09999999999957,1.0,2084-05-12
213.78999999999957,1.0,2084-05-13
214.38999999999956,1.0,2084-05-14
213.89999999999955,1.0,2084-05-15
213.21999999999954,1.0,2084-05-16
212.34999999999954,1.0,2084-05-17
213.29999999999953,1.0,2084-05-18
212.29999999999953,1.0,2084-05-19
212.06999999999954,1.0,2084-05-20
211.91999999999953,1.0,2084-05-21
212.18999999999954,1.0,2084-05-22
212.22999999999954,1.0,2084-05-23
212.34999999999954,1.0,2084-05-24
212.75999999999954,1.0,2084-05-25
213.55999999999955,1.0,2084-05-26
214.00999999999954,1.0,2084-05-27
214.72999999999954,1.0,2084-05-28
215.42999999999952,1.0,2084-05-29
215.43999999999951,1.0,2084-05-30
215.0799999999995,1.0,2084-05-31
215.2599999999995,1.0,2084-06-01
215.6699999999995,1.0,2084-06-02
215.49999999999952,1.0,2084-06-03
214.79999999999953,1.0,2084-06-04
214.58999999999952,1.0,2084-06-05
214.94999999999953,1.0,2084-06-06
215.51999999999953,1.0,2084-06-07
215.89999999999952,1.0,2084-06-08
214.91999999999953,1.0,2084-06-09
213.96999999999954,1.0,2084-06-10
213.69999999999953,1.0,2084-06-11
212.69999999999953,1.0,2084-06-12
211.87999999999954,1.0,2084-06-13
211.36999999999955,1.0,2084-06-14
211.90999999999954,1.0,2084-06-15
212.78999999999954,1.0,2084-06-16
212.07999999999953,1.0,2084-06-17
212.97999999999954,1.0,2084-06-18
212.01999999999953,1.0,2084-06-19
211.73999999999953,1.0,2084-06-20
212.39999999999952,1.0,2084-06-21
211.43999999999951,1.0,2084-06-22
211.21999999999952,1.0,2084-06-23
211.26999999999953,1.0,2084-06-24
212.19999999999953,1.0,2084-06-25
211.71999999999954,1.0,2084-06-26
211.91999999999953,1.0,2084-06-27
211.57999999999953,1.0,2084-06-28
211.65999999999954,1.0,2084-06-29
211.34999999999954,1.0,2084-06-30
211.76999999999953,1.0,2084-07-01
212.03999999999954,1.0,2084-07-02
211.32999999999953,1.0,2084-07-03
211.65999999999954,1.0,2084-07-04
212.44999999999953,1.0,2084-07-05
212.59999999999954,1.0,2084-07-06
213.41999999999953,1.0,2084-07-07
213.73999999999953,1.0,2084-07-08
213.73999999999953,1.0,2084-07-09
213.88999999999953,1.0,2084-07-10
214.37999999999954,1.0,2084-07-11
214.49999999999955,1.0,2084-07-12
213.87999999999954,1.0,2084-07-13
213.89999999999955,1.0,2084-07-14
212.96999999999954,1.0,2084-07-15
213.18999999999954,1.0,2084-07-16
213.53999999999954,1.0,2084-07-17
214.28999999999954,1.0,2084-07-18
214.10999999999953,1.0,2084-07-19
213.88999999999953,1.0,2084-07-20
214.65999999999954,1.0,2084-07-21
214.34999999999954,1.0,2084-07-22
214.62999999999954,1.0,2084-07-23
215.47999999999954,1.0,2084-07-24
215.23999999999953,1.0,2084-07-25
216.05999999999952,1.0,2084-07-26
217.0399999999995,1.0,2084-07-27
217.3799999999995,1.0,2084-07-28
218.3299999999995,1.0,2084-07-29
217.9699999999995,1.0,2084-07-30
217.8399999999995,1.0,2084-07-31
217.47999999999948,1.0,2084-08-01
218.04999999999947,1.0,2084-08-02
217.55999999999946,1.0,2084-08-03
217.61999999999946,1.0,2084-08-04
217.79999999999947,1.0,2084-08-05
217.79999999999947,1.0,2084-08-06
217.32999999999947,1.0,2084-08-07
217.11999999999946,1.0,2084-08-08
216.29999999999947,1.0,2084-08-09
215.56999999999948,1.0,2084-08-10
216.3399999999995,1.0,2084-08-11
215.4699999999995,1.0,2084-08-12
215.81999999999948,1.0,2084-08-13
215.28999999999948,1.0,2084-08-14
214.41999999999948,1.0,2084-08-15
214.2199999999995,1.0,2084-08-16
213.8699999999995,1.0,2084-08-17
214.0599999999995,1.0,2084-08-18
213.0799999999995,1.0,2084-08-19
212.2399999999995,1.0,2084-08-20
211.6899999999995,1.0,2084-08-21
211.0899999999995,1.0,2084-08-22
210.34999999999948,1.0,2084-08-23
209.53999999999948,1.0,2084-08-24
208.9999999999995,1.0,2084-08-25
209.25999999999948,1.0,2084-08-26
209.42999999999947,1.0,2084-08-27
210.04999999999947,1.0,2084-08-28
210.12999999999948,1.0,2084-08-29
210.35999999999947,1.0,2084-08-30
210.47999999999948,1.0,2084-08-31
210.53999999999948,1.0,2084-09-01
209.79999999999947,1.0,2084-09-02
209.12999999999948,1.0,2084-09-03
208.29999999999947,1.0,2084-09-04
208.32999999999947,1.0,2084-09-05
209.03999999999948,1.0,2084-09-06
209.92999999999947,1.0,2084-09-07
209.01999999999947,1.0,2084-09-08
208.62999999999948,1.0,2084-09-09
207.6899999999995,1.0,2084-09-10
207.4299999999995,1.0,2084-09-11
207.0899999999995,1.0,2084-09-12
207.1499999999995,1.0,2084-09-13
206.7099999999995,1.0,2084-09-14
206.5199999999995,1.0,2084-09-15
207.4499999999995,1.0,2084-09-16
208.2399999999995,1.0,2084-09-17
208.8099999999995,1.0,2084-09-18
209.06999999999948,1.0,2084-09-19
209.0899999999995,1.0,2084-09-20
209.5299999999995,1.0,2084-09-21
210.50999999999948,1.0,2084-09-22
211.3399999999995,1.0,2084-09-23
211.84999999999948,1.0,2084-09-24
211.91999999999948,1.0,2084-09-25
211.11999999999946,1.0,2084-09-26
211.59999999999945,1.0,2084-09-27
212.18999999999946,1.0,2084-09-28
213.17999999999947,1.0,2084-09-29
212.31999999999945,1.0,2084-09-30
212.18999999999946,1.0,2084-10-01
212.20999999999947,1.0,2084-10-02
212.45999999999947,1.0,2084-10-03
212.06999999999948,1.0,2084-10-04
211.44999999999948,1.0,2084-10-05
211.58999999999946,1.0,2084-10-06
212.38999999999947,1.0,2084-10-07
212.67999999999947,1.0,2084-10-08
212.03999999999948,1.0,2084-10-09
211.15999999999948,1.0,2084-10-10
210.65999999999948,1.0,2084-10-11
209.84999999999948,1.0,2084-10-12
209.12999999999948,1.0,2084-10-13
209.13999999999947,1.0,2084-10-14
209.72999999999948,1.0,2084-10-15
210.11999999999946,1.0,2084-10-16
210.48999999999947,1.0,2084-10-17
211.39999999999947,1.0,2084-10-18
211.67999999999947,1.0,2084-10-19
212.00999999999948,1.0,2084-10-20
211.91999999999948,1.0,2084-10-21
212.15999999999948,1.0,2084-10-22
211.66999999999948,1.0,2084-10-23
212.09999999999948,1.0,2084-10-24
211.4699999999995,1.0,2084-10-25
210.9999999999995,1.0,2084-10-26
211.5499999999995,1.0,2084-10-27
211.4399999999995,1.0,2084-10-28
210.91999999999948,1.0,2084-10-29
210.76999999999947,1.0,2084-10-30
210.76999999999947,1.0,2084-10-31
209.84999999999948,1.0,2084-11-01
210.26999999999947,1.0,2084-11-02
209.43999999999946,1.0,2084-11-03
209.90999999999946,1.0,2084-11-04
209.79999999999944,1.0,2084-11-05
210.19999999999945,1.0,2084-11-06
210.24999999999946,1.0,2084-11-07
210.77999999999946,1.0,2084-11-08
211.62999999999946,1.0,2084-11-09
210.95999999999947,1.0,2084-11-10
210.47999999999948,1.0,2084-11-11
210.63999999999947,1.0,2084-11-12
209.90999999999948,1.0,2084-11-13
208.9699999999995,1.0,2084-11-14
209.7999999999995,1.0,2084-11-15
208.8799999999995,1.0,2084-11-16
208.45999999999952,1.0,2084-11-17
209.0999999999995,1.0,2084-11-18
209.49999999999952,1.0,2084-11-19
210.14999999999952,1.0,2084-11-20
209.2899999999995,1.0,2084-11-21
209.7399999999995,1.0,2084-11-22
210.5399999999995,1.0,2084-11-23
210.0399999999995,1.0,2084-11-24
211.0399999999995,1.0,2084-11-25
210.8299999999995,1.0,2084-11-26
210.2499999999995,1.0,2084-11-27
209.3099999999995,1.0,2084-11-28
209.7199999999995,1.0,2084-11-29
209.78999999999948,1.0,2084-11-30
209.75999999999948,1.0,2084-12-01
209.92999999999947,1.0,2084-12-02
209.80999999999946,1.0,2084-12-03
210.74999999999946,1.0,2084-12-04
211.30999999999946,1.0,2084-12-05
210.82999999999947,1.0,2084-12-06
211.55999999999946,1.0,2084-12-07
211.83999999999946,1.0,2084-12-08
212.36999999999946,1.0,2084-12-09
212.37999999999946,1.0,2084-12-10
212.27999999999946,1.0,2084-12-11
212.26999999999947,1.0,2084-12-12
212.30999999999946,1.0,2084-12-13
211.68999999999946,1.0,2084-12-14
210.96999999999946,1.0,2084-12-15
210.56999999999945,1.0,2084-12-16
209.70999999999944,1.0,2084-12-17
210.47999999999945,1.0,2084-12-18
210.80999999999946,1.0,2084-12-19
211.45999999999947,1.0,2084-12-20
211.93999999999946,1.0,2084-12-21
212.74999999999946,1.0,2084-12-22
211.90999999999946,1.0,2084-12-23
212.15999999999946,1.0,2084-12-24
212.88999999999945,1.0,2084-12-25
212.62999999999946,1.0,2084-12-26
212.27999999999946,1.0,2084-12-27
211.27999999999946,1.0,2084-12-28
211.53999999999945,1.0,2084-12-29
211.76999999999944,1.0,2084-12-30
211.06999999999945,1.0,2084-12-31
211.84999999999945,1.0,2085-01-01
212.78999999999945,1.0,2085-01-02
212.35999999999945,1.0,2085-01-03
211.56999999999945,1.0,2085-01-04
211.73999999999944,1.0,2085-01-05
211.63999999999945,1.0,2085-01-06
211.30999999999943,1.0,2085-01-07
212.22999999999942,1.0,2085-01-08
213.21999999999943,1.0,2085-01-09
213.44999999999942,1.0,2085-01-10
212.4599999999994,1.0,2085-01-11
211.7199999999994,1.0,2085-01-12
211.7199999999994,1.0,2085-01-13
211.6399999999994,1.0,2085-01-14
211.4799999999994,1.0,2085-01-15
211.5999999999994,1.0,2085-01-16
212.1599999999994,1.0,2085-01-17
213.0299999999994,1.0,2085-01-18
213.9599999999994,1.0,2085-01-19
213.3399999999994,1.0,2085-01-20
212.3399999999994,1.0,2085-01-21
211.91999999999942,1.0,2085-01-22
211.63999999999942,1.0,2085-01-23
212.07999999999942,1.0,2085-01-24
211.15999999999943,1.0,2085-01-25
211.88999999999942,1.0,2085-01-26
211.43999999999943,1.0,2085-01-27
211.67999999999944,1.0,2085-01-28
211.88999999999945,1.0,2085-01-29
212.37999999999946,1.0,2085-01-30
212.67999999999947,1.0,2085-01-31
212.67999999999947,1.0,2085-02-01
212.25999999999948,1.0,2085-02-02
212.88999999999947,1.0,2085-02-03
213.13999999999947,1.0,2085-02-04
213.4699999999995,1.0,2085-02-05
214.28999999999948,1.0,2085-02-06
213.53999999999948,1.0,2085-02-07
213.06999999999948,1.0,2085-02-08
212.40999999999948,1.0,2085-02-09
213.2199999999995,1.0,2085-02-10
214.1899999999995,1.0,2085-02-11
213.5899999999995,1.0,2085-02-12
213.5199999999995,1.0,2085-02-13
212.8499999999995,1.0,2085-02-14
212.2999999999995,1.0,2085-02-15
212.9099999999995,1.0,2085-02-16
212.14999999999952,1.0,2085-02-17
211.85999999999953,1.0,2085-02-18
212.20999999999952,1.0,2085-02-19
211.26999999999953,1.0,2085-02-20
211.37999999999954,1.0,2085-02-21
211.19999999999953,1.0,2085-02-22
210.79999999999953,1.0,2085-02-23
210.97999999999954,1.0,2085-02-24
210.78999999999954,1.0,2085-02-25
210.06999999999954,1.0,2085-02-26
209.67999999999955,1.0,2085-02-27
209.81999999999954,1.0,2085-02-28
209.07999999999953,1.0,2085-03-01
208.81999999999954,1.0,2085-03-02
209.57999999999953,1.0,2085-03-03
209.45999999999952,1.0,2085-03-04
208.8499999999995,1.0,2085-03-05
208.4199999999995,1.0,2085-03-06
207.71999999999952,1.0,2085-03-07
207.80999999999952,1.0,2085-03-08
208.38999999999953,1.0,2085-03-09
209.25999999999954,1.0,2085-03-10
208.72999999999954,1.0,2085-03-11
209.71999999999954,1.0,2085-03-12
209.72999999999954,1.0,2085-03-13
210.46999999999954,1.0,2085-03-14
211.39999999999955,1.0,2085-03-15
212.03999999999954,1.0,2085-03-16
211.23999999999953,1.0,2085-03-17
210.85999999999953,1.0,2085-03-18
211.18999999999954,1.0,2085-03-19
210.73999999999955,1.0,2085-03-20
211.02999999999955,1.0,2085-03-21
210.68999999999954,1.0,2085-03-22
210.78999999999954,1.0,2085-03-23
210.63999999999953,1.0,2085-03-24
211.42999999999952,1.0,2085-03-25
212.3799999999995,1.0,2085-03-26
211.8599999999995,1.0,2085-03-27
212.1399999999995,1.0,2085-03-28
212.1399999999995,1.0,2085-03-29
211.8399999999995,1.0,2085-03-30
212.4599999999995,1.0,2085-03-31
211.6699999999995,1.0,2085-04-01
211.3199999999995,1.0,2085-04-02
211.4199999999995,1.0,2085-04-03
210.9799999999995,1.0,2085-04-04
211.1099999999995,1.0,2085-04-05
210.5699999999995,1.0,2085-04-06
211.05999999999952,1.0,2085-04-07
210.64999999999952,1.0,2085-04-08
211.25999999999954,1.0,2085-04-09
211.63999999999953,1.0,2085-04-10
212.45999999999952,1.0,2085-04-11
212.8499999999995,1.0,2085-04-12
212.17999999999952,1.0,2085-04-13
213.04999999999953,1.0,2085-04-14
213.99999999999952,1.0,2085-04-15
213.05999999999952,1.0,2085-04-16
213.16999999999953,1.0,2085-04-17
212.99999999999955,1.0,2085-04-18
213.03999999999954,1.0,2085-04-19
213.93999999999954,1.0,2085-04-20
214.19999999999953,1.0,2085-04-21
214.16999999999953,1.0,2085-04-22
214.16999999999953,1.0,2085-04-23
213.77999999999955,1.0,2085-04-24
213.45999999999955,1.0,2085-04-25
212.57999999999956,1.0,2085-04-26
212.92999999999955,1.0,2085-04-27
212.21999999999954,1.0,2085-04-28
211.80999999999955,1.0,2085-04-29
211.62999999999954,1.0,2085-04-30
212.49999999999955,1.0,2085-05-01
212.41999999999953,1.0,2085-05-02
213.12999999999954,1.0,2085-05-03
212.16999999999953,1.0,2085-05-04
212.25999999999954,1.0,2085-05-05
212.33999999999955,1.0,2085-05-06
212.68999999999954,1.0,2085-05-07
213.28999999999954,1.0,2085-05-08
213.40999999999954,1.0,2085-05-09
213.17999999999955,1.0,2085-05-10
213.60999999999956,1.0,2085-05-11
214.19999999999956,1.0,2085-05-12
214.64999999999955,1.0,2085-05-13
214.32999999999956,1.0,2085-05-14
215.25999999999956,1.0,2085-05-15
214.45999999999955,1.0,2085-05-16
214.96999999999954,1.0,2085-05-17
214.86999999999955,1.0,2085-05-18
215.58999999999955,1.0,2085-05-19
216.03999999999954,1.0,2085-05-20
216.23999999999953,1.0,2085-05-21
216.81999999999954,1.0,2085-05-22
216.65999999999954,1.0,2085-05-23
217.64999999999955,1.0,2085-05-24
217.15999999999954,1.0,2085-05-25
217.33999999999955,1.0,2085-05-26
216.68999999999954,1.0,2085-05-27
217.36999999999955,1.0,2085-05-28
217.55999999999955,1.0,2085-05-29
216.61999999999955,1.0,2085-05-30
216.23999999999955,1.0,2085-05-31
216.24999999999955,1.0,2085-06-01
215.91999999999953,1.0,2085-06-02
216.61999999999952,1.0,2085-06-03
216.57999999999953,1.0,2085-06-04
217.30999999999952,1.0,2085-06-05
217.29999999999953,1.0,2085-06-06
216.90999999999954,1.0,2085-06-07
215.94999999999953,1.0,2085-06-08
214.99999999999955,1.0,2085-06-09
215.88999999999953,1.0,2085-06-10
216.19999999999953,1.0,2085-06-11
216.28999999999954,1.0,2085-06-12
216.11999999999955,1.0,2085-06-13
215.42999999999955,1.0,2085-06-14
215.84999999999954,1.0,2085-06-15
216.72999999999954,1.0,2085-06-16
216.51999999999953,1.0,2085-06-17
215.63999999999953,1.0,2085-06-18
214.74999999999955,1.0,2085-06-19
214.40999999999954,1.0,2085-06-20
213.47999999999954,1.0,2085-06-21
213.50999999999954,1.0,2085-06-22
214.39999999999952,1.0,2085-06-23
214.77999999999952,1.0,2085-06-24
215.61999999999952,1.0,2085-06-25
214.74999999999952,1.0,2085-06-26
215.18999999999951,1.0,2085-06-27
216.11999999999952,1.0,2085-06-28
215.19999999999953,1.0,2085-06-29
214.19999999999953,1.0,2085-06-30
213.23999999999953,1.0,2085-07-01
213.49999999999952,1.0,2085-07-02
213.77999999999952,1.0,2085-07-03
213.3799999999995,1.0,2085-07-04
214.05999999999952,1.0,2085-07-05
214.35999999999953,1.0,2085-07-06
214.05999999999952,1.0,2085-07-07
213.4099999999995,1.0,2085-07-08
212.61999999999952,1.0,2085-07-09
212.20999999999952,1.0,2085-07-10
211.79999999999953,1.0,2085-07-11
212.44999999999953,1.0,2085-07-12
212.42999999999952,1.0,2085-07-13
213.36999999999952,1.0,2085-07-14
214.30999999999952,1.0,2085-07-15
214.2899999999995,1.0,2085-07-16
214.83999999999952,1.0,2085-07-17
214.35999999999953,1.0,2085-07-18
215.14999999999952,1.0,2085-07-19
214.24999999999952,1.0,2085-07-20
214.3499999999995,1.0,2085-07-21
214.2699999999995,1.0,2085-07-22
213.9199999999995,1.0,2085-07-23
213.6399999999995,1.0,2085-07-24
214.46999999999952,1.0,2085-07-25
214.48999999999953,1.0,2085-07-26
214.6299999999995,1.0,2085-07-27
213.7599999999995,1.0,2085-07-28
212.80999999999952,1.0,2085-07-29
213.18999999999951,1.0,2085-07-30
214.1299999999995,1.0,2085-07-31
213.95999999999952,1.0,2085-08-01
213.03999999999954,1.0,2085-08-02
212.03999999999954,1.0,2085-08-03
212.84999999999954,1.0,2085-08-04
212.18999999999954,1.0,2085-08-05
212.75999999999954,1.0,2085-08-06
213.42999999999952,1.0,2085-08-07
214.07999999999953,1.0,2085-08-08
214.37999999999954,1.0,2085-08-09
213.68999999999954,1.0,2085-08-10
214.47999999999954,1.0,2085-08-11
214.01999999999953,1.0,2085-08-12
213.34999999999954,1.0,2085-08-13
213.11999999999955,1.0,2085-08-14
213.04999999999956,1.0,2085-08-15
212.39999999999955,1.0,2085-08-16
212.52999999999955,1.0,2085-08-17
211.96999999999954,1.0,2085-08-18
211.81999999999954,1.0,2085-08-19
210.95999999999952,1.0,2085-08-20
210.8799999999995,1.0,2085-08-21
211.3799999999995,1.0,2085-08-22
212.33999999999952,1.0,2085-08-23
213.04999999999953,1.0,2085-08-24
212.14999999999952,1.0,2085-08-25
211.97999999999954,1.0,2085-08-26
212.65999999999954,1.0,2085-08-27
212.64999999999955,1.0,2085-08-28
212.45999999999955,1.0,2085-08-29
213.40999999999954,1.0,2085-08-30
213.38999999999953,1.0,2085-08-31
212.77999999999952,1.0,2085-09-01
212.30999999999952,1.0,2085-09-02
212.76999999999953,1.0,2085-09-03
212.93999999999951,1.0,2085-09-04
213.1099999999995,1.0,2085-09-05
212.2399999999995,1.0,2085-09-06
211.6799999999995,1.0,2085-09-07
211.0399999999995,1.0,2085-09-08
211.4299999999995,1.0,2085-09-09
212.12999999999948,1.0,2085-09-10
211.2499999999995,1.0,2085-09-11
210.47999999999948,1.0,2085-09-12
210.25999999999948,1.0,2085-09-13
211.04999999999947,1.0,2085-09-14
211.63999999999947,1.0,2085-09-15
212.20999999999947,1.0,2085-09-16
211.90999999999946,1.0,2085-09-17
212.11999999999946,1.0,2085-09-18
212.18999999999946,1.0,2085-09-19
212.96999999999946,1.0,2085-09-20
212.21999999999946,1.0,2085-09-21
211.71999999999946,1.0,2085-09-22
211.71999999999946,1.0,2085-09-23
210.98999999999947,1.0,2085-09-24
211.05999999999946,1.0,2085-09-25
211.81999999999945,1.0,2085-09-26
211.58999999999946,1.0,2085-09-27
211.48999999999947,1.0,2085-09-28
211.66999999999948,1.0,2085-09-29
211.41999999999948,1.0,2085-09-30
211.4699999999995,1.0,2085-10-01
211.85999999999947,1.0,2085-10-02
212.75999999999948,1.0,2085-10-03
212.13999999999947,1.0,2085-10-04
212.55999999999946,1.0,2085-10-05
211.75999999999945,1.0,2085-10-06
211.64999999999944,1.0,2085-10-07
212.39999999999944,1.0,2085-10-08
212.08999999999943,1.0,2085-10-09
212.46999999999943,1.0,2085-10-10
211.98999999999944,1.0,2085-10-11
212.81999999999945,1.0,2085-10-12
212.14999999999947,1.0,2085-10-13
212.83999999999946,1.0,2085-10-14
212.26999999999947,1.0,2085-10-15
212.29999999999947,1.0,2085-10-16
212.36999999999946,1.0,2085-10-17
211.61999999999946,1.0,2085-10-18
211.16999999999948,1.0,2085-10-19
211.48999999999947,1.0,2085-10-20
211.66999999999948,1.0,2085-10-21
210.95999999999947,1.0,2085-10-22
211.56999999999948,1.0,2085-10-23
210.70999999999947,1.0,2085-10-24
210.03999999999948,1.0,2085-10-25
210.07999999999947,1.0,2085-10-26
210.71999999999946,1.0,2085-10-27
210.46999999999946,1.0,2085-10-28
210.26999999999947,1.0,2085-10-29
209.44999999999948,1.0,2085-10-30
209.2499999999995,1.0,2085-10-31
208.2699999999995,1.0,2085-11-01
208.5999999999995,1.0,2085-11-02
208.0099999999995,1.0,2085-11-03
208.8599999999995,1.0,2085-11-04
209.1799999999995,1.0,2085-11-05
208.3999999999995,1.0,2085-11-06
208.7699999999995,1.0,2085-11-07
209.2299999999995,1.0,2085-11-08
208.8699999999995,1.0,2085-11-09
208.7699999999995,1.0,2085-11-10
209.4299999999995,1.0,2085-11-11
209.09999999999948,1.0,2085-11-12
209.3999999999995,1.0,2085-11-13
209.34999999999948,1.0,2085-11-14
208.8699999999995,1.0,2085-11-15
209.78999999999948,1.0,2085-11-16
210.69999999999948,1.0,2085-11-17
